"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Agri Ibrahim Cecen Universitesi Sosyal Bilimler Enstitusu Dergisi (ID 16519)","Agri Ibrahim Cecen Universitesi Sosyal Bilimler Enstitusu Dergisi10.31463","open","0","94","false","true"
"Ahi Evran Medical Journal, Kirsehir Ahi Evran University (ID 25547)","Ahi Evran Medical Journal, Kirsehir Ahi Evran University10.46332","open","0","22","false","true"
"Ahi Evran Universitesi Sosyal Bilimler Enstitusu Dergisi (ID 16710)","Ahi Evran Universitesi Sosyal Bilimler Enstitusu Dergisi10.31592","open","0","108","false","true"
"Ahmet Kelesoglu Egitim Fakultesi Dergisi (ID 25281)","Ahmet Kelesoglu Egitim Fakultesi Dergisi10.38151","open","0","6","false","true"
"AIA Standards and Quality (ID 20868)","AIA Standards and Quality10.35400","open","11","25","true","true"
"Ailamazyan Program Systems Institute of Russian Academy of Sciences (PSI RAS) (ID 10844)","Ailamazyan Program Systems Institute of Russian Academy of Sciences (PSI RAS)10.25209","open","155","86","true","true"
"AIP Publishing (ID 317)","American Institute of Physics10.1063","open","740757","80172","true","true"
"Akademi Komunitas Negeri Putra Sang Fajar Blitar (ID 25835)","Akademi Komunitas Negeri Putra Sang Fajar Blitar10.46510","open","0","10","false","true"
"Akademiai Kiado Zrt. (ID 425)","Akademiai Kiado Zrt.10.1556","open","28080","5806","true","true"
"Akademiar - The Journal of Academic Islamic Studies (ID 25405)","Akademiar - The Journal of Academic Islamic Studies10.46231","open","0","6","false","true"
"Akademik Dil ve Edebiyat Dergisi (ID 20014)","Akademik Dil ve Edebiyat Dergisi10.34083","open","6","170","true","true"
"Akademik Siyer Dergisi, Kahramanmaras Sutcu Imam Universitesi (ID 26753)","Akademik Siyer Dergisi, Kahramanmaras Sutcu Imam Universitesi10.47169","open","0","1","false","true"
"Akademik Sosyal Arastirmalar Dergisi (Asya Studies) (ID 16499)","Akademik Sosyal Arastirmalar Dergisi (Asya Studies)10.31455","open","4","88","true","true"
"Akdeniz Kadin Calismalari ve Toplumsal Cinsiyet Dergisi (ID 19497)","Akdeniz Kadin Calismalari ve Toplumsal Cinsiyet Dergisi10.33708","open","0","28","false","true"
"Akdeniz Spor Bilimleri Dergisi (Mediterranean Journal of Sport Science) (ID 25083)","Akdeniz Spor Bilimleri Dergisi (Mediterranean Journal of Sport Science)10.38021","open","0","21","false","true"
"Akdeniz Universitesi Iletisim Fakultesi Dergisi (ID 16081)","Akdeniz Universitesi Iletisim Fakultesi Dergisi10.31123","open","67","222","true","true"
"Akdeniz University (ID 23271)","Akdeniz University10.37095","open","42","68","true","true"
"Akra Kultur Sanat ve Edebiyat Dergisi (ID 16060)","Akra Kultur Sanat ve Edebiyat Dergisi10.31126","open","49","101","true","true"
"Aksaray University (ID 27225)","Aksaray University10.47479","open","0","3","false","true"
"Aksaray University Journal of Institute of Social Sciences (ID 25250)","Aksaray University Journal of Institute of Social Sciences10.38122","open","0","24","false","true"
"Akshantala Enterprises Private Limited (ID 5394)","Akshantala Enterprises Private Limited10.14260","open","9603","2898","true","true"
"Albanian Sports Science Association (ID 19229)","Albanian Sports Science Association10.33598","open","0","8","false","true"
"Albuquerque: revista de historia (ID 25662)","Albuquerque: revista de historia10.46401","open","227","87","true","true"
"Aleksandras Stulginskis University (ID 6161)","Aleksandras Stulginskis University10.15544","open","553","564","true","true"
"Alfmed LLC (ID 19410)","Alfmed LLC10.33667","open","0","691","false","true"
"Alianza de Investigadores Internacionales SAS (ID 26833)","Alianza de Investigadores Internacionales SAS10.47212","open","0","116","false","true"
"Alinteri Sosyal Bilimler Dergisi (ID 12364)","Alinteri Sosyal Bilimler Dergisi10.30913","open","12","35","true","true"
"ALKU Fen Bilimleri Dergisi, Alanya Alaaddin Keykubat University (ID 26154)","ALKU Fen Bilimleri Dergisi, Alanya Alaaddin Keykubat University10.46740","open","0","18","false","true"
"All Nations University (ID 27965)","All Nations University10.47987","open","0","17","false","true"
"All-Russian Institute of Plant Protection (ID 17305)","All-Russian Institute of Plant Protection10.31993","open","0","110","false","true"
"Allerton Press (ID 1627)","Allerton Press10.3103","open","37259","9404","true","true"
"Almaz-Antei Air and Space Defence Corporation (ID 25064)","Almaz-Antei Air and Space Defence Corporation10.38013","open","126","29","true","true"
"Altai State University (ID 5386)","Altai State University10.14258","open","2388","2117","true","true"
"ALUNA (ID 22436)","ALUNA10.36740","open","0","934","false","true"
"Alwasl University (ID 27582)","Alwasl University10.47798","open","0","20","false","true"
"AMED iD3 Catalyst Unit (ID 19345)","AMED iD3 Catalyst Unit10.33611","open","0","32","false","true"
"American Accounting Association (ID 1112)","American Accounting Association10.2308","open","7324","1476","true","true"
"American Association for the Advancement of Science (AAAS) (ID 221)","AAAS0010.34133","open","273233","21123","true","true"
"American Association for the Advancement of Science (AAAS) (ID 221)","American Association for the Advancement of Science (AAAS)10.1126","open","273233","21123","true","true"
"American Astronomical Society (ID 2208)","American Astronomical Society10.3847","open","142933","14320","true","true"
"American Bilingual University (ID 26338)","American Bilingual University10.46910","open","0","4","false","true"
"American Cancer Society (ID 1849)","Wiley (American Cancer Society) 10.3322","open","366","185","true","true"
"American Chemical Society (ACS) (ID 316)","American Chemical Society10.26434","open","1495659","210317","true","true"
"American Chemical Society (ACS) (ID 316)","American Chemical Society10.1021","closed","1495659","210317","true","true"
"American Chemical Society (ACS) (ID 316)","American Chemical Society (ACS)10.29200","open","1495659","210317","true","true"
"American Chemical Society (ACS) (ID 316)","American Chemical Society (C&EN)10.47287","open","1495659","210317","true","true"
"American Dental Society of Anesthesiology (ADSA) (ID 1191)","American Dental Society of Anethesiology10.2344","open","444","138","true","true"
"American Geophysical Union (AGU) (ID 13)","American Geophysical Union10.1029","open","212422","23435","true","true"
"American Institute of Aeronautics and Astronautics (AIAA) (ID 1387)","American Institute of Aeronautics and Astronautics10.2514","open","248578","18809","true","true"
"American Interventional Headache Society Annals of Headache Medicine (ID 12208)","American Interventional Headache Society Annals of Headache Medicine10.30756","open","0","17","false","true"
"American Journal of Environmental Biology (ID 27364)","American Journal of Environmental Biology10.47610","open","0","5","false","true"
"American Pharmacists Association (ID 23)","American Pharmacists Association10.21019","open","3131","688","true","true"
"American Physical Society (APS) (ID 16)","American Physical Society10.1103","open","620388","62733","true","true"
"American Physical Society (APS) (ID 16)","American Physical Society (APS)10.29172","limited","620388","62733","true","true"
"American Physiological Society (ID 24)","American Physiological Society10.1152","open","165782","8218","true","true"
"American Shore and Beach Preservation Association (ID 20104)","American Shore and Beach Preservation Association10.34237","open","0","53","false","true"
"American Society for Biochemistry & Molecular Biology (ASBMB) (ID 28)","American Society for Biochemistry and Molecular Biology10.1074","open","111626","6194","true","true"
"American Society for Biochemistry & Molecular Biology (ASBMB) (ID 28)","American Society for Biochemistry and Molecular Biology, Journal of Lipid Research10.1194","open","111626","6194","true","true"
"American Society for Cell Biology (ASCB) (ID 1076)","American Society for Cell Biology10.1187","open","10257","1108","true","true"
"American Society for Cell Biology (ASCB) (ID 1076)","American Society for Cell Biology10.1091","open","10257","1108","true","true"
"American Society for Clinical Investigation (ID 232)","American Society for Clinical Investigation10.1172","open","30953","3271","true","true"
"American Society for Microbiology (ID 235)","American Society for Microbiology10.1128","open","287462","18822","true","true"
"American Society for Pharmacology & Experimental Therapeutics (ASPET) (ID 36)","American Society for Pharmacology & Experimental Therapeutics10.1124","open","17564","1688","true","true"
"American Society of Hematology (ID 234)","American Society of Hematology10.1182","open","137353","19513","true","true"
"American Society of Nephrology (ASN) (ID 736)","American Society of Nephrology10.1681","open","9394","2071","true","true"
"American Society of Nephrology (ASN) (ID 736)","American Society of Nephrology10.2215","open","9394","2071","true","true"
"American Society of Nephrology (ASN) (ID 736)","American Society of Nephrology (ASN)10.34067","open","9394","2071","true","true"
"American Society of Neuroradiology (ASNR) (ID 1756)","American Society of Neuroradiology10.3174","open","5156","1381","true","true"
"American Society of Parasitologists (ID 1220)","BioOne (American Society of Parasitologists)10.1645","open","4126","335","true","true"
"American Society of Plant Biologists (ASPB) (ID 37)","American Society of Plant Biologists10.1104","open","38264","2793","true","false"
"American Society of Plant Biologists (ASPB) (ID 37)","American Society of Plant Biologists10.1105","open","38264","2793","true","false"
"American Society of Plant Biologists (ASPB) (ID 37)","Plant Biology iPosters10.46678","open","38264","2793","true","false"
"American Speech Language Hearing Association (ID 1310)","American Speech-Language-Hearing Association10.1044","open","25338","3968","true","true"
"American Spinal Injury Association (ID 25425)","American Spinal Injury Association10.46292","open","742","101","true","true"
"American Thoracic Society (ID 19)","American Thoracic Society10.1513","open","51805","18372","true","true"
"American Thoracic Society (ID 19)","American Thoracic Society10.1164","open","51805","18372","true","true"
"American Thoracic Society (ID 19)","American Thoracic Society10.1165","open","51805","18372","true","true"
"American Thoracic Society (ID 19)","ATS Scholar10.34197","open","51805","18372","true","true"
"AMG Transcend Association (ID 18784)","AMG Transcend Association10.33263","open","50","1075","false","true"
"Amisos (ID 28188)","Amisos10.48122","open","0","10","false","true"
"Amp Complect Limited (ID 17605)","Amp Complect Limited10.32464","open","0","35","false","true"
"Anadolu Guncel Tip Dergisi (ID 25131)","Anadolu Guncel Tip Dergisi10.38053","open","0","53","false","true"
"Anadolu Ogretmen Dergisi (ID 20724)","Anadolu Ogretmen Dergisi10.35346","open","0","30","false","true"
"Anadolu Universitesi Egitim Fakultesi Dergisi (ID 19991)","Anadolu Universitesi Egitim Fakultesi Dergisi10.34056","open","0","35","false","true"
"Anadolu ve Balkan Arastirmalari Dergisi (ID 18359)","Anadolu ve Balkan Arastirmalari Dergisi10.32953","open","0","41","false","true"
"ANASAY (ID 19029)","ANASAY10.33404","open","0","67","false","true"
"Anatolian Journal of Botany (ID 12070)","Anatolian Journal of Botany10.30616","open","12","44","true","true"
"Andover House Inc (ID 18689)","Andover House Inc10.33218","open","0","78","false","true"
"Angarsk State Technical University (ID 22603)","Angarsk State Technical University10.36629","open","0","904","false","true"
"Ankara Avrupa Calismalari Dergisi (ID 17598)","Ankara Avrupa Calismalari Dergisi10.32450","open","377","44","false","true"
"Ankara Barosu Dergisi (ID 12367)","Ankara Barosu Dergisi10.30915","open","19","70","true","true"
"Ankara Haci Bayram Veli Universitesi Hukuk Fakultesi Dergisi (ID 20255)","Ankara Haci Bayram Veli Universitesi Hukuk Fakultesi Dergisi10.34246","open","0","99","false","true"
"Ankara Universitesi Eczacilik Fakultesi Dergisi (ID 19143)","Ankara Universitesi Eczacilik Fakultesi Dergisi10.33483","open","528","54","false","true"
"Ankara Universitesi Egitim Bilimleri Fakultesi Dergisi (ID 16058)","Ankara Universitesi Egitim Bilimleri Fakultesi Dergisi10.30964","open","1326","101","false","true"
"Ankara Universitesi Hukuk Fakultesi Dergisi (ID 19381)","Ankara Universitesi Hukuk Fakultesi Dergisi10.33629","open","1897","37","false","true"
"Ankara Universitesi Ilahiyat Fakultesi Dergisi (ID 18773)","Ankara Universitesi Ilahiyat Fakultesi Dergisi10.33227","open","1384","16","false","true"
"Ankara Universitesi ilef Dergisi (ID 10578)","Ankara Universitesi ilef Dergisi10.24955","open","76","33","true","true"
"Ankara Universitesi Siyasal Bilgiler Fakultesi (ID 19378)","Ankara Universitesi Siyasal Bilgiler Fakultesi10.33630","open","2502","176","false","true"
"Annals of Laboratory Medicine (ID 27150)","Korean Society for Laboratory Medicine10.3343","open","1123","363","true","true"
"Annals of Surgical Hepatology (ID 6775)","Annals of Surgical Hepatology10.16931","open","68","253","false","true"
"Annals of Tropical Medicine, Visayas State University (ID 18225)","Annals of Tropical Medicine, Visayas State University10.32945","open","260","64","true","true"
"ANO -Perspective of Oncology (ID 24698)","ANO -Perspective of Oncology10.37748","open","0","32","false","true"
"ANO Editorial Board Melioration and Water Management (ID 18368)","ANO Editorial Board Melioration and Water Management10.32962","open","0","110","false","true"
"ANPTUR - Associacao Nacional de Pesquisa e Pos Graducao em Turismo (ID 4609)","ANPTUR - Associacao Nacional de Pesquisa e Pos Graducao em Turismo10.7784","open","305","91","false","true"
"ANSF Publications (ID 16057)","ANSF Publications10.31018","open","1459","455","true","true"
"Antiquity Publications (ID 5856)","Antiquity Publications10.15184","open","764","729","true","true"
"Antropoloji (ID 19354)","Antropoloji10.33613","open","350","56","false","true"
"ANU Press (ID 9752)","ANU Press10.22459","open","6078","1771","false","true"
"AOSIS (ID 2580)","AOSIS10.4102","open","26006","5571","true","true"
"AOTA Press (ID 2927)","AOTA Press10.7139","limited","7555","1797","true","true"
"AOTA Press (ID 2927)","AOTA Press10.5014","limited","7555","1797","true","true"
"AOTA Press (ID 2927)","AOTA Press10.32998","open","7555","1797","true","true"
"AOTA Press (ID 2927)","AOTA Press (AOTA Continuing Education)10.7140","limited","7555","1797","true","true"
"AOTA Press (ID 2927)","AOTA Press (AOTA Special Interest Section Quarterlies)10.7145","limited","7555","1797","true","true"
"AOTA Press (ID 2927)","AOTA Press (OT Practice Magazine)10.7138","limited","7555","1797","true","true"
"Aperio Press (ID 18251)","Aperio Press10.32881","open","0","27","false","true"
"Applied Computational Electromagnetics Society (ID 26447)","Applied Computational Electromagnetics Society10.47037","open","0","58","false","true"
"APUB Co. Ltd (ID 16419)","APUB Co. Ltd10.31528","open","0","3","false","true"
"APUB Publishing (ID 25014)","APUB Co. Ltd10.31528","open","0","3","false","true"
"Arabic Researcher ID (ID 22749)","Arabic Researcher ID10.36772","open","0","69","false","true"
"Arachnologische Mitteilungen (ID 15937)","Arachnologische Mitteilungen10.30963","open","0","95","false","true"
"Archaeopress Publishing Ltd (ID 26266)","Archaeopress Publishing Ltd10.32028","open","17","88","true","false"
"Archivos de historia del movimiento obrero y la izquierda (ID 26073)","Archivos de historia del movimiento obrero y la izquierda10.46688","open","164","89","false","true"
"Archivum Anatolicum, Ankara University (ID 26425)","Archivum Anatolicum, Ankara University10.46931","open","141","31","false","true"
"Armacost Library (ID 11255)","Armacost Library10.26716","open","0","9","false","true"
"Art History Association of Korea (ID 16033)","Art History Association of Korea10.31065","open","252","87","true","true"
"Artuklu Akademi (ID 20260)","Artuklu Akademi10.34247","open","0","36","false","true"
"Artuklu Human and Social Science Journal, Mardin Artuklu University (ID 25993)","Artuklu Human and Social Science Journal, Mardin Artuklu University10.46628","open","0","6","false","true"
"ASBU Law Journal (ID 26719)","ASBU Law Journal10.47136","open","0","6","false","true"
"ASEAN Heart Journal (ID 16847)","ASEAN Heart Journal10.31762","open","38","25","true","false"
"Asia Counselling and Coaching Society (ID 26552)","Asia Counselling and Coaching Society10.47018","open","0","7","false","true"
"Asia University (ID 27357)","Asia University10.47654","open","128","60","true","false"
"Asia-Europe Institute, University Of Malaya (ID 20932)","Asia-Europe Institute, University Of Malaya10.37353","open","0","6","false","true"
"Asia-Europe Perspective Association (ID 16045)","Asia-Europe Perspective Association10.31203","open","421","64","true","true"
"Asia-Pacific Network for Global Change Research (ID 12303)","Asia-Pacific Network for Global Change Research10.30852","open","20","46","true","true"
"Asian Agricultural and Biological Engineering Association (ID 23476)","Asian Agricultural and Biological Engineering Association10.37221","open","323","111","true","true"
"Asian American Pacific Islander Nurses Association (AAPINA) (ID 16247)","Asian American Pacific Islander Nurses Association (AAPINA)10.31372","open","38","78","false","true"
"Asian Australasian Association of Animal Production Societies (ID 3683)","Asian Australasian Association of Animal Production Societies10.5713","open","5699","840","true","true"
"Asian Cultural Studies Research Institute (ID 20256)","Asian Cultural Studies Research Institute10.34252","open","330","58","true","true"
"Asian Medical Press Limited (ID 18295)","Asian Medical Press Limited10.32948","open","0","31","false","true"
"Asian Pacific Journal of Dentistry (ID 27132)","Asian Pacific Journal of Dentistry10.47416","open","0","1","false","true"
"Asian Spine Journal (ASJ) (ID 16744)","Asian Spine Journal (ASJ)10.31616","open","831","481","true","true"
"ASM International (ID 14553)","ASM International10.31399","open","9843","1864","true","true"
"ASME International (ID 33)","ASME International 10.1115","open","239584","27144","true","true"
"Asociacion Colombiana de Ciencias Biologicas (ID 27162)","Asociacion Colombiana de Ciencias Biologicas10.47499","open","3","3","false","true"
"Asociacion Colombiana de Cirugia (ID 12404)","Asociacion Colombiana de Cirugia10.30944","open","41","183","false","true"
"Asociacion Colombiana de Gastroenterologia (ID 9812)","Asociacion Colombiana de Gastroenterologia10.22516","open","170","184","true","true"
"Asociacion Colombiana de Infectologia - ACIN (ID 9620)","Asociacion Colombiana de Infectologia - ACIN10.22354","open","406","172","true","true"
"Asociacion Colombiana de Medicina Fisica y Rehabilitacion (ID 11504)","Asociacion Colombiana de Medicina Fisica y Rehabilitacion10.28957","open","63","42","true","true"
"Asociacion Colombiana de Medicina Interna (ID 21690)","Asociacion Colombiana de Medicina Interna10.36104","open","99","281","true","false"
"Asociacion Colombiana Ingenieros de Sistemas (ID 11781)","Asociacion Colombiana Ingenieros de Sistemas10.29236","open","0","68","false","true"
"Asociacion de Facultades de Administracion y Economia - Chile (ID 20805)","Asociacion de Facultades de Administracion y Economia - Chile10.35692","open","0","35","false","true"
"Asociacion Espanola de Contabilidad y Administracion de Empresas (AECA) (ID 11326)","Asociacion Espanola de Contabilidad y Administracion de Empresas (AECA)10.26784","open","282","86","true","true"
"Asociacion Espanola De Historia Economica (ID 18719)","Asociacion Espanola De Historia Economica10.33231","open","633","140","true","true"
"Asociacion Espanola de Perfusionistas (ID 22443)","Asociacion Espanola de Perfusionistas10.36579","open","0","10","false","true"
"Asociacion Espanola de Psiquiatria del Nino y del Adolescente - Aepnya (ID 16974)","Asociacion Espanola de Psiquiatria del Nino y del Adolescente - Aepnya10.31766","open","31","53","true","true"
"Asociacion Latinoamericana de la Papa - ALAP (ID 22615)","Asociacion Latinoamericana de la Papa - ALAP10.37066","open","246","50","true","false"
"Asociacion Nacional de Universidades e Instituciones de Educacion Superior A.C. (ID 22324)","Asociacion Nacional de Universidades e Instituciones de Educacion Superior A.C.10.36857","open","138","71","true","false"
"Asociacion Universitaria de Educacion y Psicologia (ID 11998)","Asociacion Universitaria de Educacion y Psicologia10.30552","open","251","191","true","false"
"Asploro Open Access Publications (ID 22356)","Asploro Open Access Publications10.36502","open","0","155","false","true"
"Associacao Portuguesa dos Enfermeiros de Reabilitacao (ID 18641)","Associacao Portuguesa dos Enfermeiros de Reabilitacao10.33194","open","0","76","false","true"
"Association for Baha'i Studies (ID 16614)","Association for Bahai Studies10.31581","open","327","14","false","true"
"Association for Computing Machinery (ACM) (ID 320)","Association for Computing Machinery10.1145","open","411505","93658","true","true"
"Association for Tourism Development in Nigeria (ID 18262)","Association for Tourism Development in Nigeria10.33281","open","0","12","false","true"
"Association Internationale de management strategique (AIMS) (ID 24668)","Association Internationale de management strategique (AIMS)10.37725","open","313","80","true","true"
"Association Marocaine pour l'Amelioration de la Qualite de l'Enseignement (ID 24758)","Association Marocaine pour l'Amelioration de la Qualite de l'Enseignement10.37870","open","145","67","true","true"
"Association of Austrian Librarians (ID 16117)","Association of Austrian Librarians10.31263","open","167","205","false","true"
"Association of Economists and Managers of the Balkans - Udekom Balkan (ID 16396)","Association of Economists and Managers of the Balkans - Udekom Balkan10.31410","open","0","1069","false","true"
"Association of Forensic Medical Experts (ID 8119)","Association of Forensic Medical Experts10.19048","open","131","132","false","true"
"Association of Life-span Studies (ID 11974)","Association of Life-span Studies10.30528","open","40","42","true","true"
"Association of Lithuanian Serials (ID 3161)","Association of Lithuanian Serials10.5200","open","912","195","true","true"
"Association of Medical Radiology Engineers in Federation of Bosnia and Herzegovina (ID 28059)","Association of Medical Radiology Engineers in Federation of Bosnia and Herzegovina10.48026","open","0","7","false","true"
"Association of Radiographers of Nigeria (ID 28051)","Association of Radiographers of Nigeria10.48153","open","0","13","false","true"
"Association of Rice Research Workers (ID 21265)","Association of Rice Research Workers10.35709","open","48","172","false","true"
"Association of Science Editors and Publishers (ID 10152)","Association of Science Editors and Publishers10.24069","open","48","121","true","false"
"Association of Speech-Language Pathologists of the Czech Republic (ID 22671)","Association of Speech-Language Pathologists of the Czech Republic10.36833","open","15","69","true","true"
"Association of Spine Surgeons (ID 5655)","ANO Clinic of NNIITO10.14531","open","645","143","true","true"
"Association science et bien commun (ID 25962)","Association science et bien commun10.46711","open","0","9","false","true"
"Association scientifique et technique pour l'eau et l'environnement (ID 22938)","Association scientifique et technique pour l'eau et l'environnement10.36904","open","638","169","true","true"
"Astrakhan State Technical University (ID 10236)","Astrakhan State Technical University10.24143","open","270","765","true","true"
"Ataturk Arastirma Merkezi Dergisi (ID 19051)","Ataturk Arastirma Merkezi Dergisi10.33419","open","0","67","false","true"
"Ataturk Iletisim Dergisi (ID 18357)","Ataturk Iletisim Dergisi10.32952","open","5","27","true","true"
"Ataturk Universitesi Guzel Sanatlar Enstitusu Dergisi (ID 17729)","Ataturk Universitesi Guzel Sanatlar Enstitusu Dergisi10.32547","open","0","124","false","true"
