"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Akdeniz Universitesi Iletisim Fakultesi Dergisi (ID 16081)","Akdeniz Universitesi Iletisim Fakultesi Dergisi10.31123","open","41","180","true","true"
"Akra Kultur Sanat ve Edebiyat Dergisi (ID 16060)","Akra Kultur Sanat ve Edebiyat Dergisi10.31126","open","25","75","true","true"
"Aleksandras Stulginskis University (ID 6161)","Aleksandras Stulginskis University10.15544","open","464","440","true","true"
"Alinteri Sosyal Bilimler Dergisi (ID 12364)","Alinteri Sosyal Bilimler Dergisi10.30913","open","0","31","false","true"
"Allerton Press (ID 1627)","Allerton Press10.3103","open","33930","8434","true","true"
"Altai State University (ID 5386)","Altai State University10.14258","open","2036","1670","false","true"
"AMED iD3 Catalyst Unit (ID 19345)","AMED iD3 Catalyst Unit10.33611","open","0","7","false","true"
"American Accounting Association (ID 1112)","American Accounting Association10.2308","open","6714","1390","true","true"
"American Association for the Advancement of Science (AAAS) (ID 221)","AAAS0010.34133","open","272249","18087","true","true"
"American Association for the Advancement of Science (AAAS) (ID 221)","American Association for the Advancement of Science (AAAS)10.1126","open","272249","18087","true","true"
"American Cancer Society (ID 1849)","Wiley (American Cancer Society) 10.3322","open","305","159","true","true"
"American Chemical Society (ACS) (ID 316)","American Chemical Society10.26434","open","1433804","160847","true","true"
"American Chemical Society (ACS) (ID 316)","American Chemical Society10.1021","closed","1433804","160847","true","true"
"American Chemical Society (ACS) (ID 316)","American Chemical Society (ACS)10.29200","open","1433804","160847","true","true"
"American Dental Society of Anesthesiology (ADSA) (ID 1191)","American Dental Society of Anethesiology10.2344","open","393","132","true","true"
"American Geophysical Union (AGU) (ID 13)","American Geophysical Union10.1029","open","204782","20680","true","true"
"American Institute of Aeronautics and Astronautics (AIAA) (ID 1387)","American Institute of Aeronautics and Astronautics10.2514","open","242794","19220","true","true"
"American Pharmacists Association (ID 23)","American Pharmacists Association10.21019","open","1876","1426","true","true"
"American Physical Society (APS) (ID 16)","American Physical Society10.1103","open","599253","53489","true","true"
"American Physical Society (APS) (ID 16)","American Physical Society (APS)10.29172","limited","599253","53489","true","true"
"American Physiological Society (ID 24)","American Physiological Society10.1152","open","163370","7328","true","true"
"American Shore and Beach Preservation Association (ID 20104)","American Shore and Beach Preservation Association10.34237","open","0","7","false","true"
"American Society for Biochemistry & Molecular Biology (ASBMB) (ID 28)","American Society for Biochemistry and Molecular Biology10.1074","open","109326","5901","true","true"
"American Society for Biochemistry & Molecular Biology (ASBMB) (ID 28)","American Society for Biochemistry and Molecular Biology, Journal of Lipid Research10.1194","open","109326","5901","true","true"
"American Society for Cell Biology (ASCB) (ID 1076)","American Society for Cell Biology10.1187","open","9814","1118","true","true"
"American Society for Cell Biology (ASCB) (ID 1076)","American Society for Cell Biology10.1091","open","9814","1118","true","true"
"American Society for Clinical Investigation (ID 232)","American Society for Clinical Investigation10.1172","open","32166","2603","true","true"
"American Society for Microbiology (ID 235)","American Society for Microbiology10.1128","open","164905","16883","true","true"
"American Society for Pharmacology & Experimental Therapeutics (ASPET) (ID 36)","American Society for Pharmacology & Experimental Therapeutics10.1124","open","17050","1531","true","true"
"American Society of Hematology (ID 234)","American Society of Hematology10.1182","open","26319","3534","true","true"
"American Society of Nephrology (ASN) (ID 736)","American Society of Nephrology10.1681","open","8780","1576","true","true"
"American Society of Nephrology (ASN) (ID 736)","American Society of Nephrology10.2215","open","8780","1576","true","true"
"American Society of Nephrology (ASN) (ID 736)","American Society of Nephrology (ASN)10.34067","open","8780","1576","true","true"
"American Society of Neuroradiology (ASNR) (ID 1756)","American Society of Neuroradiology10.3174","open","4666","1233","true","true"
"American Society of Parasitologists (ID 1220)","BioOne (American Society of Parasitologists)10.1645","open","4016","314","true","true"
"American Speech Language Hearing Association (ID 1310)","American Speech-Language-Hearing Association10.1044","open","23908","3312","true","true"
"American Thoracic Society (ID 19)","ATS Scholar10.34197","open","50537","10600","true","true"
"American Thoracic Society (ID 19)","American Thoracic Society10.1513","open","50537","10600","true","true"
"American Thoracic Society (ID 19)","American Thoracic Society10.1164","open","50537","10600","true","true"
"American Thoracic Society (ID 19)","American Thoracic Society10.1165","open","50537","10600","true","true"
"Amp Complect Limited (ID 17605)","Amp Complect Limited10.32464","open","0","24","false","true"
"Anadolu Ogretmen Dergisi (ID 20724)","Anadolu Ogretmen Dergisi10.35346","open","0","9","false","true"
"Anadolu Universitesi Egitim Fakultesi Dergisi (ID 19991)","Anadolu Universitesi Egitim Fakultesi Dergisi10.34056","open","0","5","false","true"
"Anadolu ve Balkan Arastirmalari Dergisi (ID 18359)","Anadolu ve Balkan Arastirmalari Dergisi10.32953","open","0","22","false","true"
"ANASAY (ID 19029)","ANASAY10.33404","open","0","21","false","true"
"Anatolian Journal of Botany (ID 12070)","Anatolian Journal of Botany10.30616","open","0","36","false","true"
"Andover House Inc (ID 18689)","Andover House Inc10.33218","open","0","40","false","true"
"Ankara Avrupa Calismalari Dergisi (ID 17598)","Ankara Avrupa Calismalari Dergisi10.32450","open","1739","46","false","true"
"Ankara Barosu Dergisi (ID 12367)","Ankara Barosu Dergisi10.30915","open","0","61","false","true"
"Ankara Haci Bayram Veli Universitesi Hukuk Fakultesi Dergisi (ID 20255)","Ankara Haci Bayram Veli Universitesi Hukuk Fakultesi Dergisi10.34246","open","0","32","false","true"
"Ankara Universitesi Eczacilik Fakultesi Dergisi (ID 19143)","Ankara Universitesi Eczacilik Fakultesi Dergisi10.33483","open","528","8","false","true"
"Ankara Universitesi Egitim Bilimleri Fakultesi Dergisi (ID 16058)","Ankara Universitesi Egitim Bilimleri Fakultesi Dergisi10.30964","open","1326","53","false","true"
"Ankara Universitesi Hukuk Fakultesi Dergisi (ID 19381)","Ankara Universitesi Hukuk Fakultesi Dergisi10.33629","open","1874","35","false","true"
"Ankara Universitesi ilef Dergisi (ID 10578)","Ankara Universitesi ilef Dergisi10.24955","open","65","24","true","true"
"Ankara Universitesi Siyasal Bilgiler Fakultesi (ID 19378)","Ankara Universitesi Siyasal Bilgiler Fakultesi10.33630","open","2451","167","false","true"
"Annals of Surgical Hepatology (ID 6775)","Annals of Surgical Hepatology10.16931","open","14","221","false","true"
"ANSF Publications (ID 16057)","ANSF Publications10.31018","open","1054","718","false","true"
"Antiquity Publications (ID 5856)","Antiquity Publications10.15184","open","507","663","true","true"
"Antropoloji (ID 19354)","Antropoloji10.33613","open","338","35","false","true"
"ANU Press (ID 9752)","ANU Press10.22459","open","4646","1588","false","true"
"AOSIS (ID 2580)","AOSIS10.4102","open","25143","4398","true","true"
"AOTA Press (ID 2927)","AOTA Press10.7139","limited","7049","1109","true","true"
"AOTA Press (ID 2927)","AOTA Press10.5014","limited","7049","1109","true","true"
"AOTA Press (ID 2927)","AOTA Press10.32998","open","7049","1109","true","true"
"AOTA Press (ID 2927)","AOTA Press (AOTA Continuing Education)10.7140","limited","7049","1109","true","true"
"AOTA Press (ID 2927)","AOTA Press (AOTA Special Interest Section Quarterlies)10.7145","limited","7049","1109","true","true"
"AOTA Press (ID 2927)","AOTA Press (OT Practice Magazine)10.7138","limited","7049","1109","true","true"
"Aperio Press (ID 18251)","Aperio Press10.32881","open","0","8","false","true"
"APUB Co. Ltd (ID 16419)","APUB Co. Ltd10.31528","open","0","3","false","true"
"Arachnologische Mitteilungen (ID 15937)","Arachnologische Mitteilungen10.30963","open","0","55","false","true"
"Armacost Library (ID 11255)","Armacost Library10.26716","open","0","5","false","true"
"Art History Association of Korea (ID 16033)","Art History Association of Korea10.31065","open","225","72","true","true"
"Artuklu Akademi (ID 20260)","Artuklu Akademi10.34247","open","0","10","false","true"
"ASEAN Heart Journal (ID 16847)","ASEAN Heart Journal10.31762","open","39","8","true","false"
"Asia-Europe Perspective Association (ID 16045)","Asia-Europe Perspective Association10.31203","open","387","70","true","true"
"Asia-Pacific Network for Global Change Research (ID 12303)","Asia-Pacific Network for Global Change Research10.30852","open","0","26","false","true"
"Asian Cultural Studies Research Institute (ID 20256)","Asian Cultural Studies Research Institute10.34252","open","299","68","true","true"
"Asian Medical Press Limited (ID 18295)","Asian Medical Press Limited10.32948","open","0","12","false","true"
"Asian Spine Journal (ASJ) (ID 16744)","Asian Spine Journal (ASJ)10.31616","open","698","413","true","true"
"ASM International (ID 14553)","ASM International10.31399","open","2970","1224","true","true"
"ASME International (ID 33)","ASME International 10.1115","open","227487","24646","true","true"
"Asociacion Colombiana de Cirugia (ID 12404)","Asociacion Colombiana de Cirugia10.30944","open","0","127","false","true"
"Asociacion Colombiana de Infectologia - ACIN (ID 9620)","Asociacion Colombiana de Infectologia - ACIN10.22354","open","342","131","true","true"
"Asociacion de Facultades de Administracion y Economia - Chile (ID 20805)","Asociacion de Facultades de Administracion y Economia - Chile10.35692","open","0","8","false","true"
"Asociacion Espanola de Contabilidad y Administracion de Empresas (AECA) (ID 11326)","Asociacion Espanola de Contabilidad y Administracion de Empresas (AECA)10.26784","open","252","79","false","true"
"Asociacion Espanola De Historia Economica (ID 18719)","Asociacion Espanola De Historia Economica10.33231","open","599","122","true","true"
"Asociacion Espanola de Psiquiatria del Nino y del Adolescente - Aepnya (ID 16974)","Asociacion Espanola de Psiquiatria del Nino y del Adolescente - Aepnya10.31766","open","15","40","true","true"
"Asociacion Universitaria de Educacion y Psicologia (ID 11998)","Asociacion Universitaria de Educacion y Psicologia10.30552","open","210","144","true","true"
"Associacao Portuguesa dos Enfermeiros de Reabilitacao (ID 18641)","Associacao Portuguesa dos Enfermeiros de Reabilitacao10.33194","open","0","34","false","true"
"Association for Computing Machinery (ACM) (ID 320)","Association for Computing Machinery10.1145","open","389700","77594","true","true"
"Association for Tourism Development in Nigeria (ID 18262)","Association for Tourism Development in Nigeria10.33281","open","0","12","false","true"
"Association of Economists and Managers of the Balkans - Udekom Balkan (ID 16396)","Association of Economists and Managers of the Balkans - Udekom Balkan10.31410","open","0","465","false","true"
"Association of Forensic Medical Experts (ID 8119)","Association of Forensic Medical Experts10.19048","open","80","122","false","true"
"Association of Life-span Studies (ID 11974)","Association of Life-span Studies10.30528","open","27","43","true","true"
"Association of Lithuanian Serials (ID 3161)","Association of Lithuaninan Serials10.5200","open","719","341","true","true"
"Association of Rice Research Workers (ID 21265)","Association of Rice Research Workers10.35709","open","0","165","false","true"
"Association of Science Editors and Publishers (ID 10152)","Association of Science Editors and Publishers10.24069","open","13","103","false","true"
"Association of Spine Surgeons (ID 5655)","ANO Clinic of NNIITO10.14531","open","591","147","true","true"
"Ataturk Arastirma Merkezi Dergisi (ID 19051)","Ataturk Arastirma Merkezi Dergisi10.33419","open","0","7","false","true"
"Ataturk Iletisim Dergisi (ID 18357)","Ataturk Iletisim Dergisi10.32952","open","0","15","false","true"
"Ataturk Universitesi Guzel Sanatlar Enstitusu Dergisi (ID 17729)","Ataturk Universitesi Guzel Sanatlar Enstitusu Dergisi10.32547","open","0","37","false","true"
"Ataturk Universitesi Kazim Karabekir Egitim Fakultesi Dergisi (ID 19048)","Ataturk Universitesi Kazim Karabekir Egitim Fakultesi Dergisi10.33418","open","0","4","false","true"
"Atharva Scientific Publications (ID 17912)","Atharva Scientific Publications10.32677","open","0","417","false","true"
"Atlantis Press (ID 1574)","Atlantis Press10.2991","open","56144","53128","true","true"
"Australasian College of Road Safety (ID 19008)","Australasian College of Road Safety10.33492","open","0","25","false","true"
"Australian Government Department of Health (ID 18788)","Australian Government Department of Health10.33321","open","0","39","false","true"
"Australian Tactical Medical Association (ID 19091)","Australian Tactical Medical Association10.33553","open","0","13","false","true"
"Avrasya Uluslararası Arastırmalar Dergisi (ID 19451)","Avrasya Uluslararası Arastırmalar Dergisi10.33692","open","88","298","true","true"
"Avtonomnaya nekommercheskaya organizatsiya Akademiya menedzhmenta i biznes-administrirovaniya (ID 19875)","Avtonomnaya nekommercheskaya organizatsiya Akademiya menedzhmenta i biznes-administrirovaniya10.33983","open","0","26","false","true"
"Ayna Klinik Psikoloji Dergisi (ID 16834)","Ayna Klinik Psikoloji Dergisi10.31682","open","40","39","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Artificial Intelligence in Cancer10.35713","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Artificial Intelligence in Gastroenterology10.35712","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Artificial Intelligence in Medical Imaging10.35711","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co10.4292","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co10.4291","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co 10.3748","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Chinese Journal of Digestology)10.11569","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Anesthesiology)10.5313","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Cardiology)10.4330","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Chemistry)10.4331","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Clinical Cases)10.12998","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Clinical Infectious Diseases)10.5495","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Clinical Oncology)10.5306","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Clinical Pediatrics)10.5409","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Clinical Urology)10.5410","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Critical Care Medicine)10.5492","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Dermatology)10.5314","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Diabetes)10.4239","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Experimental Medicine)10.5493","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Gastrointestinal Endoscopy)10.4253","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Gastrointestinal Oncology)10.4251","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Gastrointestinal Surgery)10.4240","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Hematology)10.5315","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Hepatology)10.4254","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Hypertension)10.5494","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Immunology)10.5411","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Medical Genetics)10.5496","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Methodology)10.5662","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Nephrology)10.5527","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Neurology)10.5316","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Obstetrics and Gynecology)10.5317","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Opthalmology)10.5318","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Orthopedics)10.5312","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Otorhinolaryngology)10.5319","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Pharmacology)10.5497","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Psychiatry)10.5498","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Radiology)10.4329","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Respirology)10.5320","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Rheumatology)10.5499","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Stem Cells)10.4252","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Stomatology)10.5321","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Surgical Procedures)10.5412","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Translational Medicine)10.5528","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Transplantation)10.5500","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Virology)10.5501","open","33266","5349","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","World Journal of Meta-Analysis10.13105","open","33266","5349","true","true"
"Balikesir Medical Journal (ID 19511)","Balikesir Medical Journal10.33716","open","0","14","false","true"
"Balikesir Universitesi Sosyal Bilimler Enstitusu Dergisi (ID 17039)","Balikesir Universitesi Sosyal Bilimler Enstitusu Dergisi10.31795","open","0","77","false","true"
"Balkan Arastirma Enstitusu Dergisi (ID 12356)","Balkan Arastirma Enstitusu Dergisi10.30903","open","0","22","false","true"
"Baltic Medical Education Center (ID 9600)","Baltic Medical Education Center10.22328","open","161","416","false","true"
"Banco de la Republica Colombia (ID 16125)","Banco de la República Colombia10.32468","open","1920","193","true","true"
"Bangladesh Journals Online (JOL) (ID 1861)","Bangladesh Journals Online10.3329","open","18303","6283","true","true"
"Bangladesh Society for Veterinary Medicine (ID 18530)","Bangladesh Society for Veterinary Medicine10.36111","open","0","34","false","true"
"Bangladesh Society for Veterinary Medicine (ID 18530)","Bangladesh Society for Veterinary Medicine10.33109","open","0","34","false","true"
"Bangladesh Veterinary Association (BVA) (ID 17991)","Bangladesh Veterinary Association (BVA)10.32856","open","0","2","false","true"
"Bashkir State Medical University (ID 10159)","Bashkir State Medical University10.24060","open","0","128","false","true"
"Bayburt Egitim Fakultesi Dergisi (ID 21336)","Bayburt Egitim Fakultesi Dergisi10.35675","open","0","10","false","true"
"Beilstein Institut (ID 2086)","Beilstein-Institut10.3762","open","3135","1617","true","true"
"Belarusian National Technical University (ID 8686)","Belarusian National Technical University10.21122","open","162","761","false","true"
"Belarusian State University (ID 19297)","Belarusian State University10.33581","open","0","90","false","true"
"Belarusian State University of Informatics and Radioelectronics (ID 21225)","Belarusian State University of Informatics and Radioelectronics10.35596","open","0","15","false","true"
"Belgi Dergisi (ID 19056)","Belgi Dergisi10.33431","open","0","29","false","true"
"Bendola S.p.r.L - BVBA (ID 17342)","Bendola S.p.r.L - BVBA10.32371","open","0","8","false","true"
"Bentham Science Publishers Ltd. (ID 965)","Bentham Science10.2174","open","105573","27261","true","true"
"BEU Ilahiyat Fakultesi Dergisi (ID 19115)","BEU Ilahiyat Fakultesi Dergisi10.33460","open","0","8","false","true"
"Bilecik Seyh Edebali Universitesi Fen Bilimleri Dergisi (ID 20453)","Bilecik Seyh Edebali Universitesi Fen Bilimleri Dergisi10.35193","open","0","12","false","true"
"Bilecik Seyh Edebali Universitesi Sosyal Bilimler Enstitusu Dergisi (ID 19760)","Bilecik Seyh Edebali Universitesi Sosyal Bilimler Enstitusu Dergisi10.33905","open","0","74","false","true"
"Bilge International Journal of Science and Technology Research (ID 11963)","Bilge International Journal of Science and Technology Research10.30516","open","0","45","false","true"
"Bilgi Yonetimi (ID 19506)","Bilgi Yonetimi10.33721","open","0","14","false","true"
"Bilimsel Madencilik Dergisi (ID 12245)","Bilimsel Madencilik Dergisi10.30797","open","0","66","false","true"
"Bingol Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi (ID 19032)","Bingol Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi10.33399","open","0","10","false","true"
"Bingol Universitesi Ilahiyat Fakultesi Dergisi (ID 20017)","Bingol Universitesi Ilahiyat Fakultesi Dergisi10.34085","open","0","14","false","true"
"Biology Centre, AS CR (ID 5546)","Biology Centre AS CR10.14411","open","2394","241","true","true"
"BioOne (ID 404)","BioOne (Association des Amis des Cryptogames)10.7872","limited","162","14","true","true"
"BioOne (ID 404)","BioOne (Elementa)10.12952","limited","162","14","true","true"
"BioOne (ID 404)","BioOne (Freshwater Mollusk Biology and Conservation)10.31931","open","162","14","true","true"
"BioOne (ID 404)","BioOne- American Society of Plant Biologists (Arabidopsis)10.1199","limited","162","14","true","true"
"Bioscientifica (ID 416)","Bioscientifica10.1530","open","62446","11217","true","true"
"Black Sea Journal of Engineering and Science (ID 20254)","Black Sea Journal of Engineering and Science10.34248","open","0","9","false","true"
"Blacksmith Institute (ID 3722)","Blacksmith Institute10.5696","open","91","126","true","true"
"BMJ (ID 239)","BMJ10.1136","open","834758","76649","true","true"
"BMJ (ID 239)","Faculty of Family Planning10.1783","open","834758","76649","true","true"
"Bogomolets National Medical University (ID 17395)","Bogomolets National Medical University10.32345","open","0","63","false","true"
"Boletim Tecnico-Cientifico do CEPNOR (ID 17693)","Boletim Tecnico-Cientifico do CEPNOR10.32519","open","109","16","true","false"
"Bononia University Press (ID 12131)","Bononia University Press10.30682","open","0","132","false","true"
"Bor Dergisi (ID 12171)","Bor Dergisi10.30728","open","0","41","false","true"
"Borys Grinchenko Kyiv University (ID 11468)","Borys Grinchenko Kyiv University10.28925","open","540","979","true","true"
"Botanic Garden & Botanical Museum Berlin-Dahlem BGBM (ID 1942)","Botanic Garden & Botanical Museum Berlin-Dahlem BGBM10.3372","open","988","131","true","true"
"Brighthall (ID 4650)","Brighthall10.7899","open","235","69","true","true"
"Brill (ID 50)","Brill10.2959","open","321756","47374","true","true"
